Book-Author
Mark P. O. Morford
Richard Bruce Wright
Carlo D'Este
Paul Zane Pilzer
Thomas Debaggio
Mary Corpening Barber
Gouri K.  Bhattacharyya
Maya Kaimal
Dale H. Besterfield
F. Ross
Mervin L. Keedy
Alexis Hart
Paul Newbold
Ray H. Garrison
Gerbel
Gary F. Kelly
John and Edwards Hoggett
CLIFT
Elizabeth Knight
Shirakawa
Ruth Cracknell
Jack Huber
Melissa Tyler
Connie Harwell
Thelma Olshaker
Deborah L. Balmuth
Barbara L. Dondiego
Kevin Graham
Grace Young
Flavio Conti
Mai Leung
Kaye Wilson Klem
Miranda Innes
Ruth Isabel Ross
Hans Anderson
Larry A. Samovar
Gloria Greene
Gordon Bourne
Harry Clifton
Kay Laurel Fischer
Dawn Martin (Author)
Publishers Staf Collins
Mindy B. Loiselle
Lisette Verlander
Richard Bolles
Stephen P. Byers
Candace H. Schaefer
Marcus A. Webb
Darren McKeeman
"Robert H., Ph.D. Phillips"
Nicky Rea
Emrey Barnes
Allen Varney
Chris Hind
Phil Brucato
Krantz J.
Richard Wunderli
Jane Bay
Mark Reinhagen
Brad Freeman
Richard Watts
Steve Crow
Beth Fischi
Bernadette Keaggy
Christopher Howard
Sheba Collective
Dorothy Brenner Francis
James Estes
Eileen P. Scott
Jim Estes
Nina Herrmann Donnelly
Tony Harris
Lawrence R. Rabiner
Leo J Scanlon
Joan Rubin
"Vladimir Borisovich, Rojansky"
Paul Jay Friedman
Robert T. Paynter
Deldon Anne McNeely
Terry Whalin
William R. Devenport
James T. Humphries
Ronald Tocci
E.L. Watson
Ronald J Tocci
Frank R. Dungan
RON QUERRY
Lide
Geraldine Taylor
Paul E. Tippens
Metcalfe
Trina Schart Hyman
Sharon McCartney
Nintendo of America Staff
G. W. Tirpa
Dimension Publishing
Elizabeth M. Hollinger
Sarah Sink Eames
P. D. Joyce
Bev Bennet
Prima Games
Kazimierz Moczarski
Danny Quatrochi
Tara Manning
David G Myers
Richard G. Doty
Jim Hughes
T. J. Rhys Jones
Lena Lencek
Zander H. Klawans
Paul Lendvai
Bob  Schmetterer
James K. Lowers
Elaine F. Palencia
James K.  Lowers
Denis M. Calandra
Jerome McDonough
Kim Hastreiter
Wayne G. Sayles
Arlie Slabaugh
Sherman J. Silber
Michael DeMaria
Anthony Man-Tu Lee
Benjamin Darling
Melissa McQuillan
Fleur Beale
Ty Canady
Max De Roche
Dan Barlow
Tim Sole
Jaime Poniachik
Ida Hills
Adrian Tame
"Captain Frank and Hershey, Edward Bolz"
Paul S. McElroy
Nancy Brenan Daniel
Charming Petites
Katharine Guerrier
Judy Murrah
Barbara Balletto
Suzanne Roberts
James G. Jumes
Jay Mulvaney
Mohammed J.  Kabir
Paul Yao
Drew Williams
Erfert Fenton
Peter D. Hipson
Andrea Neidle
Mick Carran
Richard Francis Tracz
Judith Clarke
Louise Elliott
Stephen Kittredge Cunningham
Eric Hendershot
Sue Doggett
Linda Ferrari
Ray McNeilan
Julia Notaro
Michele Durkson Clise
R. Prior
Celeste Walters
Rosalind Oxenford
Catherine Sutton
Michael Storrings
Raymond Reid
Gerhard Gollwitzer
Tim Shawcross
Marian Pretzel
Painted Bride Quarterly
Patricia Butler
Diana Ferguson
Dorothy C. Wilson
Bill Messing
David Seamands
LaCourt
Lee Priestley
Carter Coleman
Jose Arguelles
Robert K.G. Temple
Michael Brownlow
Ultich Bischoff
Margaret E. Murie
Judith Cornell
Holly Stewart
Ira Byock
Cheryl Merser
Gina Lazenby
Robert O. Becker
Renee Shepherd
Thomas J. O'Donnell
Clinton L. Scott
C. Norman Shealy
E.L. Rossi
Kathy Kahn
Robert Ardrey
Lewis G. M. Thorpe
David Darling
ROBERT BAUVAL
Ward Churchill
Paul Schullery
Angela Beasley
Jason Page
Vavyrle Spencer
Hanan Al-Shaykh
Gloria. Nagy
Elie Weisel
Ludwig Edelstein
Bill Clede
W. E. Wang
Neil Wainwright
John Stevenson
David McMillin
Reginald Summerhays
Jean De Mouth Smith
Fay G. Calkins
Bernadette Faurie
Katharine Colton
Scott H Plantz
Ellis A. Cohen
Jerry Belanger
Sue Parslow
Sidney Mintz
Vatican Council
Timothy R. Tomlinson
Judy Barnes
Avery Dulles
Ed Clayton
Hillary Waugh
Mark H. Johnson
Linda McLaughlin
Nicholas Yanni
Needles
Kate Cruise O'Brien
Beth Bosworth
Wyllyfolk St. John
"Robert, Comp. Arthur"
H.L. Willmington
Norman L. Geisler
Merrill E. Douglass
Lucy Diggs
Harley L. Sachs
Judith Chalmer
John R. Talbott
Suzanne Swedo
LaVerne Ferguson-Kosinski
Harold L. Bussell
Advent
Duct Tape Guys
Dr. Brenda Hunter
LeRoy Koopman
Joyce Cox
Joseph Arnold Hayes
Julio [Et Al ]. Llamazares
Colliot
Rick Neill
J.Otto Seibold
Dave McGovern
Kevin Thomas Duffy
Christiane von Hofmannsthal
Jan Philipp Reemtsma
Sabine RÃ?Â¼ckert
Frances Carter
Garuda
J. J. Bentez
John Friel
Abraham H. Lass
William Claassen
Lyn Lifshin
Thomas D. Eno
Frank Crocitto
William H. Gates
Mary Condren
Miriama Evans
Gary McCormick
Ye Lin-Sheng
Abdullah Hussain
Milton Osborne
Chua Beng Huat
Makoto Ueda
Jorge Ordaz
Pierre Bellemare
Pamela Melnikoff
Stephen Gray
Donald Low
Maureen M. Valvassori
Corinne Denan
Richard RÃ?Â¶tzer
Deborah Merrians
Jean-Pierre Liegeois
Clarence Jordon
Jack Fishman
John Malathronas
Ramzy Baroud
Peter Bagge
Dennis Kelsey-Wood
Margarete Ward
Jack R. Nerad
Yuan-Chung Hsu
George Wright
John Hegley
W.J.F. Jenner
Mike Mcalary
Jacob D'Ancona
Chi-Mun So
Steven Gilligan
Mary Francis McCullough
Rhonda Chalek Greenberg
Kuan Yu Lu
Doug Sheresh
Aladar von Wesendonk
Hedwig Courths-Mahler
Beverly Harper
Zhu Hong
Jon Latimer
Ann-Christin Hensher
Chih Tsai Chung
Angel Torres Quesada
Robert louis Stevenson
Marcia Morgado
Michael Smith Marshall
Raffaela Anderson
JOSEPH EWERS
Irving Kristol
Bernice Kert
AndrÃ©s Sorel
Garner
Tony Koltz
Jeremy K. Leggett
Alison Jay
Corrigan
J. Neil Schulman
Frederick S. Calhoun
Sarah Allen
Alexander B. Adams
Angela Thomas
Helene Schellenberg Barnhart
Dana Priest
Norah Dooley
Stephen  Kinzer
Janie House
Sharon Dunn
KATHLEEN ODEAN
Lesley Beake
Mary Christner Borntrager
S. D. Gordon
Hans-Herbert von Arnim
Sharon Baldacci
Pamela A. Piljac
Penny Culliford
John D. Moore
Kristin Hahn
Philip Novak
Sharon Lovejoy
Paul Henry Danylewich
Anna Curti
Jahnna N. Malcom
Bob Bent
Mandy Matson
Maggie Smith
Michael Massey
BarbaraÂ?AnnaÂ?Â?Â? Marjanovic
Amanda Hopkinson
Peter Chilson
Peter Grislis
Dorothy Raymond Whittaker
Gad Beck
Avery Hall
Beatrix  Tale of the Flopsy Bunnies Potter
Sharmat
Lynne Dugan
Kevin Somers
Leon S. Rhodes
Lori Bryant Woolridge
Tomas O Crohan
Bob Miller
David Cleveland
Jacques Duquennoy
Claire Singer
Chris Munnion
Elizabeth Whelan
Denise Gosliner Orenstein
Robert Latimer Bates
Jana Martin
Janet Rancan
Robin Reeve
Anne Campbell
Lowell Hart
Douglas Myles
Debra Lerme Goodman
Nora Logan
Ivo D Drpic
Florida Pier Scott-Maxwell
Seeley
Anthony Cave Brown
Alice Pope
Tim Birkhead
Mary R. Myers
Angie Daniels
John Holmes
Catherine Schuett
F. Wilhelm Christians
Margaret A. Graham
Louis P. Pojman
Sonia Slyer
Mary Ellen McMorrow
David M. Bresnahan
Wilma Phipps
Dolores F. Saxton
Richard A. Lehne
Joyce Lefever Kee
Catherine J. Duane
Rex A. Skidmore
Elaine N. Marieb
David Lawson
Wilma J. Phipps
Frank H. Netter
Lynda Juall Carpenito
S. Michael Wilcox
Deseret
Hudson Map Company
Ed Silverberg
Joan Cass
Rhonda Kirk
JOHN L. DIGAETANI
Linda Cargill
Dominque Glocheux
The Adventure Cycling Association
Susan Peach
Marion Davis
Trish Telesco
Lucy Smith
Norma E. Davidson
Kenji Aoyagi
Mary Louise Pierson
Mike Quon
Anne M. Zeman
Karen Phillips Irons
Derek McCormack
Janelle Hayes
Jean Francois Revel
Pam Sommers
Timothy Wyllie
Stuart Spencer
Stephen Farber
International Internship Programs
Alicia Alvarez
Joan Palmer
Lee Roberts
Jack  Pizarello Bishop
Robet Duncan
Mary White
Keith J. Karren
Alex La Guma
Ashley Aasheim
Donald Martin Reynolds
Irene Smalls-Hector
ANNE MARIE COLBIN
Carrie Davis
Harvey Araton
Diane Morgan
Peter Myer
Rupert Gould
Teresa B. Kindred
Christine M. Unwin
Alan Powers
Alban Butler
Walter Byers
Gini Andrews
Dave Sloan
Joseph Ruggiero
Annie Owen
F Clark
Pacific War Research Society Editors
Ernie Coombs
Janice Saunders  Maresh
Kynaston McShine
Kevin McGuire
Gillian Souter
Carolyn Wesson
James Nocito
Entwistle
"Larry, Dr. Crabb"
Katheryn Foutz
Letty Oates
Peter Dormer
Raymond Hull
Tim Wildmon
David R. Ph.D. Miller
Carol D. Slama
Marion Ham
jude deveraux
Christine M. Field
Gail MacDonald
Margaret Knorr
Dale Hanson Bourke
Elsie V. Aidinoff
Leslie Ludy
Elizabeth E. Wein
Jane Rubietta
Carole Gift Page
Robert Funderburk
Patricia Smith
Jacqueline Clarke
Ella Thorp Ellis
Victoria Golden McMains
Brett Machtig
Bob D. McDonald
Leonce Peillard
Anton Emmerton
Diana Jones
Sharon Snow Sirois
Robert Farris Thompson
JOAN AIKEN
Andrea Lerner
GERALD MORRIS
LOUIS UNTERMEYER
Anica Vesel. Mander
Sol Berkowitz
Ken E Liddell
Simon Broughton
Rey Morgan Longyear
Penny Harris Smith
Gareth R. Jones
Steven D. Carter
G. Handley
Eugene Current-GarcÃ­a
W. Oliver Strunk
Baumann
Jean P. Milani
Editorial Agrupacion
Patrick Humpries
Stuart Douglass Seaton
Pascale Vedere D'Auria
Susan Taggart
PICKERING
John F. Walvrood
Robert L. Heilbroner
Eugene C. Hargrove
Samuel Barclay Charters
Otto Karolyi
James Mellon
Joseph N. Straus
Dana Crowley Jack
Douglas Sease
Loren Pope
Susan  Comolli Davis
Paul Aston
Daniel McNeill
Trip Payne
Mary Slattery Stolz
Eugene Brigham
Hanan Samet
Stephen Green
Derek Jarman
Elaine Rich
Jeffrey D. Ullman
Melissa C. Alexander
Peggy Tillman
Howard Stallings
Patricia H Rushford
Bruce Chandler Ferguson
Robert F. King
Ronald M Atlas
Alice D. Miller
Reuben M Olson
Ralph B.  Peck
Andrew Sather
Don Alan Evans
Don Dinkmeyer Sr.
Arthur C Guyton
ERNESTO MESTRE-REED
Barry  Rigal
Dorothy Walters
Kathleen Strassen Berger
Kenneth J Neubeck
J. White
KATHE KOJA
World Book Staff
Arnold C. Stream
Christopher Tebbetts
Douglas Rees
Edwin Henry Gaylord
Harold Kerzner
Audrey Haber
National Forum on Biodiversity
Guy Gallo
Joel W. Rogers
Steven Mikes
Lisl Dennis
Rene Jules Dubos
Roy Ruffin
Antonia Allegra
Richard R. Bootzin
Myles Bader
T. Engle
Gerson Antell
Ben Feldman
Joseph Sutton
Rolf Sinerker
TOM PULLIAM
Wolfgang Flur
Patricia Sharpe
Art Garfunkel
Wilkes
Jane Elizabeth Varley
Jane Louise Curry
Dessie Moore
Gillian Holloway
Patricia Gottlieb Shapiro
Ken Luboff
W. Lindsay Jocob
Alyce Faye Cleese
Research &amp; Educ Assoc Staff
Richard Carlin
Kurt Wolff
Irwin Stambler
Winfred S. Hill
Jane Milton
Kinglsey
Marjorie Vannoy Fields
Carnegie Council On Adolescent Developme
Fred Schultz
Pamela J. Farris
J. David Cooper
ROBERT FROST
Toshihiro Ono
David Kosiur
David Holzgang
Jean E. Brown
Frank B. May
Ann-Margaret
Donna E. Alvermann
Diana James
John Cameron Mitchell
Robert C. Allen
Monique Z. Stephens
David M. Rubin
Phyllis Click
Betty D Roe
Debbie Trafton O'Neal
Gordon M. Campbell
Gerald G. Duffy
Dolores Durkin
Deanna Kawatski
Larry A. Harris
Pamela Chanko
James W. Lamare
Sandy Silverthorne
William Earl Maxwell
Stefan D. Haag
Marty Noble
John R Todd
Lyle C. Brown
Shirley Geok-lin Lim
David G. Armstrong
R.D. Walshe
Albert J. Mazurkiewicz
Minnie Berson
David M. Byrd
Patricia Cayo Sexton
Claire Watts
Marion A Hull
John. Aquino
P. Elardo
Matthew Lipman
Beverly Lowry
Mary Dykstra
Eva  Fitzwater
Harry  Kaste
Tim Warnes
Gordon Mor Thomas
Alex Went
Carl  Senna
Rollin O. Glaser
Justine Korman Fontes
"Sherry L., Dr Meinberg"
F. Thompson
Matthew Black Ph.D.
Leslie Mcguire
Neil A. Weiss
Daniela Dahn
John J McNamara
Whitney Jennings Oates
Stefania Perring
James Buchan
Matthias Eckoldt
Elise Levine
Sebastian Knauer
M. G Burgheim
Grant Macaw
Elias Khoury
Katharina Zimmermann
Paul G. Zolbrod
David Weinberger
Nikos Themeles
Homeros Avramides
Chares Lytas
Jeff Bennett
Jenny N. Sullivan
Kathryn B. Stechert
Ogbar
G. R. D. McLean
Fanny-Maude Evans
C.L. Wallis
Shirlee Haizlip
David Buchan
DESMOND TUTU
Glenn E. Weadock
Bernard Gunther
Elizabeth Koltun
Rod Wooden
Schindle
Ngugi Wa Thiong'O
Ngugi Wa Thiong'o
Donald A Daiker
Tom Jones
Hooman Shahkar
Finola Moorhead
Walter M. Brasch
Jeanne L. Clark
Hal H. Harrison
Laura Shapiro
Arnold Hauser
Sara Corbett
"Stephan, MD Rechtschaffen"
Philip Sidney
Melvin J Frisch
Ozcan Ozan
James Sloman
Koichi Tohei
Ronan
John Smith Morgan
Morey Stettner
Pat Jacobs
Dave Breese
Catherine Musco Garcia-Prats
E. C. Smith
J.-K Huysmans
HE Harris &amp; Co
Dorcas Miller
Jose Luis Gonzalez
Ulene Dr. Art
Pamela Edwards
Jill Lepore
Robert C.D. Wilson
C.F. Runyan
Ben D. Spoon
William McNeill
Christopher Billy
Blair/Emma
Grandin K. Hammell
Gustavus Hin Miller
Margaret Rostkowski
Ian Walsh
Lerone Bennett
Alexander Hellemans
M. Combs-Schilling
Ken Booth
Eric J. Horst
Brad Cleveland
Arthur Marx
Martin Vernon
John Harman
Michael Patrick Collins
Broadman &amp; Holman Publishers
Brian Tobin
Melissa Sweet
Gerit Kopietz
Hilda Perera
John G. Murray
Sabino S Acquaviva
Eva Zeller
Mark Hollingsworth
H.W. Poonja
Daniel J. Ryan
Banesh Hoffmann
"Saul L., Dr. Miller"
Aron Nimzovich
Robyn-Marie Butt
Lauren Fairbanks
Eugene B McDaniel
Earle Birney
Pnina Kass
Miranda Kenrick
Anne Schraff
Robin J. Gunn
Anette Broadrick
Martha Johnson
Marcia Calhoun Forecki
Mike Towle
JAMES DODSON
Siegfried. Mandel
Kenneth Hall
Robert Caro
Jordan E. Ayan
Annette McComas
George W Beahm
William A. Montalbano
Joan G. Kotker
Carl Hauge
"Ronald and Holden, Glenda Holden"
Dave Pilkey
Charlotte Towner Graeber
Linda Armstrong-Miller
Hugh J. Schonfield
Bruce Hamilton
Jack Mayhall
Henry Calvin
Quin Ellis
Caroline Winthrop
Frank Cassedy Wilkinson
Colin MacKinnon
Palma Harcourt
Amanda Kyle Williams
Bernard Packer
Karin Bundesen Baltzell
Mickey Deans
Marilyn Lashbrook
Mary Ellen Brown Carlson
Michael Ploog
Wilson Gage
Susan Banta
Anna Nilsen
Jeannette Tousley Muir
Ro Logrippo
Rhoda Jaffin Murphy
William R Fix
Jeni Webber
MARY EMMERLING
David Leaf
K. T. Finley
Deborah Chancellor
Martin Walsh
Nash Candelaria
Joreid McFate
Susan E. Richardson
Joel Salatin
Louise. Riotte
Joel F. Salatin
Mike Naselli
Chris Brazier
Lee Valley Tools
Mark Wisniewski
Judie O'Neill
Masanobu Fukuoka
Dave Saunders
HENRY PETROSKI
Rebecca Stott
Howard Goldfluss
ROGER HOUSDEN
Emilio Tenti Fanfani
Jacqueline Stanley
Roy Eugene Davis
Davis R.E.
Marnie Reed Crowell
Franziska Groszer
Bob Peterson
Christina Middlebrook
Carolee Bateson-Koch
Jim Whittaker
Don Graydon
"Kenzabur C, Oe"
Terris Moore
Liz Reno
Gail Walraven
Robert Lifton
Marcel GagnÃ©
Newton Bennie Everett
The Book Company
Jane Timm Baxter
Jose Maria Ortiz Ibarz
Steve McVey
Jane Bull
Tetsuko Kuroyanagi
Cecile De LA Baume
Nancy Jo Sullivan
Lauren Floodgate
Tina Skinner
Robert Winston
Carole Gerger
Kimberly Raymer
Ian Schott
Roger Coote
Constance J. Gefvert
Valerie Bierman
Margaret Nicholas
Betsy Harvey Kraft
Steven J Kasdin
Franklin White
Joan Ferrante
Jules Older
Victoria Sandvik
"Christopher, Kendris"
 J. D. Landis
Alex Vining
Ian Gill
Elmo R Zumwalt
Roger Payne
Michael Brodsky
Ramon Villares
Dean Jennings
J.G. Farrell
Cristophe Andre
Danah Zohar
Lee M. Hollander
Terence Hawkes
Gail Chilsette
Rosanna Hansen
Tom Stankowicz
Aleksander Kostyev
Julie Tilsner
Sixto Agudo
Burleigh Muten
F. Rowsome
JosÃ© MarÃ­a Carrascal
Maria Dolores Avia
JosÃ© Luis GonzÃ¡lez-Simancas
Rafael Calvo Serer
Vera Cooper Mullins
Jose Martinez de Sousa
Mccoy Horace
Eduardo Pondal
Carlos M Rama
Fernando Ortiz
Jillian Burgess
Ramiro J. Alvarez
Cecile Cesari
"Charles, Ph.D. Spezzano"
"Polly, Ph.D. Young-Eisendrath"
Robert F. MD Joseph
Dennis Remington
H. Mann
Sanford Leestma
EMMA MCLAUGHLIN
Robin Chotzinoff
Marvyn D. Kaufman
John Stanford
Genevieve Blais
Henry A. Jordan
Oliver Bleeck
Luz Maria Ibarra
JosÃ© A MuÃ±oz Rojas
Jim Leeke
Joan Erskine Denman
F. Vizcaino Casas
Barbara Wallraff
Alan H. Pressman
Douglas Gray
"Falk, Mrs. Feeley"
Addison Wesley
Amanda McQuade Crawford
Kay Fairfax
David Wi Mccullough
Peggy Mann
Elixio Villaverde GarcÃ­a
Mary Rose Callaghan
Thomas L. Kenyon
R. Thomas Berner
Bruce Glassco
STEPHEN COONTS
Joyce Hunt
Raymond Gantter
Robert I. C. Fisher
Fernando Derojas
Kae Denino
Memories Magazine Editors
Dan Zadra
William S Sahakian
Jonathan Clark
William K. Buckley
Frances Stone
Helen Vozenilek
Gail Fitzpatrick
Len Tolstoi
Teresa Slowik
Lilly Lorenzen
Wellness Letter Berkeley
Alfonsina Storni
George Weigel
J. Herrington
Ralph Golan
Editors of Merriam-Webster Inc
Estelle Edwards
Andrew Kimbrell
Mary W. Shelly
Ruth Appleby
J. FernÃ¡ndez Santos
Douglas Easton
Constance Bartel
Maria Moliner
E.C. Ward
Ernst JÃ?Â¼nger
Ruth Schwartz Cowan
Estelle B. Freedman
Ronald Frederick Henry Duncan
Ferida Wolff
Melvin M.D. Frisch
Rick Marsi
Daryle Worley
Linda Page
Karen Kreps
Rachel Carter
Carole Bodger
Kitty Kelly
B. D. Gardner
Dave Gustaveson
JOHN L. JR ALLEN
Jason Berry
Sarah Coffin
Richard Walker
Graham Reynolds
Cheryle R. Hart M.D.
Desmond Doig
Anthony Brooks
Indira Gandhi
Christian B. Allan
David B. Mixner
Fred Martin
Clare Boast
A. Van Dis
Angela Grunsell
Paco Ignacio Taibo II
Thomas Bien
Sonia W. Black
Victor Volkoff
John Chandler
C. V Wedgwood
J.B. Strasser
Jasper Ridley
Iris Noble
D. J. H. Clifford
John Rabe
H.F.M. Prescott
Robert Carrier
Charles F. Williams
Joann Rachor
Elizabeth
David L. Groover
Graham Payn
Vazquez-Figueroa
Cleo Laine
Jeffrey A. McNeely
Jessica Hodge
D. E. Smith
Luis de LeÃ³n
Del Valle-Inclan Ramon
Johann S Lee
Mary Jane Edwards
MillÃ¡n Picouto
Xoan-Manuel Casado
Michael Lassell
Eduardo Blanco-Amor
RamÃ³n Otero Pedrayo
Manuel Curros EnrÃ­quez
XosÃ© Neira Vilas
Suzanne Jill Levine
Peter RÃ¼he
Joan I. Glazer
Xavier AlcalÃ¡
Stephen  Collins
Don Anderson
Paul A. Robinson
Cynthia Cuadra Winters
Monette
Mary Jo Dilonardo
Daniel Panger
Tom
Adrienne Keith
Michael S. Durham
Peter Wilkinson
Anthony. Storr
Bert Keizer
Simon Russell
Jane Stockman
Dan Jiu
J A Brooks
Melisse Gelula
Joel Tan
Christian Garrison
Alii M. Bek
David Kristof
Christina Rosetti
Pamela Rice Hahn
Pat Baird
Jo Williams
Charles Stella
C. Beyala
James M. Cox
Tessa West
Rajiv N. Rimal
Joya Comeaux
Inc Word Ministries
Jim Hancock
Michelle Miller-Adams
Melissa  Kaplan
H C Moolenburgh
MICHAEL PHILLIPS
Beverly L. Kaye
Peggy Butler
Frank Pearce
Peter Stadelmann
John McCarry
Jaci Velasquez
Richard Huber
Mallory Pearce
Marc Drogin
Miriam Stribley
Ian K. Martian
Bill Gray
Iain Bain
Chuck Knox
John Camp
Gregory D. Evan
D. W. Brackett
David E. Kaplan
Toshimichi Suzuki
John J. Fialka
Daniel A. Metraux
J. O Jeppson
Meme McDonald
Tetsuo Maeda
Jeff Shear
Peter J. Woolley
Michael W. Chinworth
Adam Warren
"Saint, Teresa"
Olga Tegora
Roebuck and Company Sears
Juliet Barker
Joan Digby
E.H. Gombrich
Susan Hardy Aiken
"Douglas E., Dvm. Knueven"
Vinnie-Marie D'Ambroiso
Aage Henriksen
Roger Chartier
Allan Aldiss
Kathleen Jones
G. Pascal Zachary
Lydia Buksbazen
Nicole Dere
Lia Anderssen
Olga Anastasia Pelensky
Jalaja Bonheim
Lynn Lockhart
"Robert R., Ph.D. Blake"
Joseph D. Olander Harry Greenberg
"Robley, Jr. Wilson"
Wolfgang Bergmann
Sergio Sant'Anna
Kwei-Li
Andreas Schmenk
Peter H. Engel
Candy Dahl
William M Kinnaird
Jay Evans
A.R. Riefe
Richard Reynolds
Wanda Urbanska
Duane Gish
Fran Grace
BILL MINUTAGLIO
Peter W. Cookson
Ashida Kim
Kathryn Kent
"Cortez, Cunningham, Sebesta, &amp; Tierney Allington"
Peg Kehert
Joanna MacY
Roderick Frazier Nash
Fred Lockley
Raoul Whitfield
Lile Zographou
Antonin Scalia
Hilde Stumpf
Frederica Young
JANETTE RADCLIFFE
Lee Damon
Glenn A. Baker
Susan Tayfoor
Marc Llewellyn
R. Krever
Lana McGraw Boldt
Judith Re
"Jack, Weyland"
Bathroom Reader's Institute
Gail Green
Neal Hitchens
Wayne Smith
JOHN MAXIM
Joaquim Borrell
Ignacio Padilla
David Rye
Vernon G. Hedner
A.N. Ocker
Margaret Skjelbred
Yoko K. Watkins
Adelaide N Baker
Nancy Janice Fitzpatrick
Rae
Martin Johnson
Anne Van Wagner Young
MARTIN CORRICK
Marshall Boswell
Jane Chance Nitzsche
Margaret Ryan
Gladys Taber
Erica Heftmann
Mary Doyle Curran
Cev Abs
Bernard O'Keane
Madeline Cartwright
Jo Sinclair
Lindsey Maracotta
Joe Cardillo
Denny Johnson
Erene Cheki Haney
Bess Spero Li
Patty Lou Floyd
Dieter Herrmann
Diana Deverell
W.J.M. Brady
Alida Brill
Peter Quennell
John Stilgoe
Enrico Coen
Henry Mitchell
Sebastian De Grazia
John F. Kasson
HERMANN BROCH
Paul Routledge
Naomi H. Rosenblatt
John Bytheway
George Warner
David Packie Hamilton
Chase Collins
J. Barsby
StÃ?Â©phane YÃ?Â©rasimos
William R. Koehler
Michael Hendricks
Alyssa Brugman
Antonio Gaka
Phyllis Reyn Naylor
Muriel Freeman
Eric Blau
Geoffrey Block
Joseph L. Jones
Dave Baum
Doris Shapiro
Paul Schlicke
Ngugi Wa Thiongo
Stephen Zunes
Fernando Funes
Robert Fisk
Allison Anders
Lawrence Wallack
J. P. Hailey
Men's Health Magazine
James H. Charlesworth
David L. Pulver
George A. Maloney
Sean Punch
Eloise Ristad
Juliene Osborne-McKnight
Ross Anderson
Jennifer Carnell
James R Rumbaugh
Michael R Blaha
Kathy Henderson
Jean-Marc Jezequel
Kim Walden
Peter Sacks
Moyoko Anno
Sheila Norgate
Warren Farrell
Carole Pope
Press
I.C. Sharma
Lehman Engel
J. B. Michaels
Sky Gilbert
Kimberly Young
Courtney Weaver
Janet L. Beach
Oline Luinenberg
Divine Laboratories
David Kidd
Andrzej Zaniewski
Einhard
Meihong  Xu
MacFarlane Walter &amp; Ross
Joseph Palazzo
Nick Craine
Jeffrey L.  Seglin
Peter Pezzelli
Maureen Stearns
Tim Smith
Hayley DiMarco
annie bryant
Arlene Perly Rae
Braian McNaught
John E. Keegan
Cheyenne McCray
Carl E. Olson
Makoto Oda
DOMINIKA DERY
Jim Sterba
Jirina Marton
Edwin Harkness Spina
Sue Nelson
Kelly Braffet
Liza Ward
ROD LIDDLE
Greenburg
Andy Bruce
Jason Thomas
Kristin Gore
Joseph A. Walker
Leon Garfield &amp; Edward Blishen
Courtney  Rubin
Edwin S. Rubenstein
Fred Hoffman
Caspar W. Weinberger
J. Allen Hynek
Lib Lander
Randall Bush
Dennis Unkovic
Hesse
Brock W. Yates
James Arthur Anderson
Tom C. Rakow
Michael  Hyman
David  Steinman
Benedita Da Silva
Robert H. Pruett
FrÃ©dÃ©rick Leboyer
Ferdi Afflerbach
Chris Evert Lloyd
Gerda Rob
Ludlow Porch
Frieda Stamm
Ethan Pope
Andrew Berubee
Emily C. A. Snyder
Edgar A. Falk
Kenichi  Ohmae
Myra Chanin
Theodore H. White
Rachel Vater
Tricia Goyer
Joyce Sterling Scarbrough
Russell Pond
Betty Sullivan La Pierre
John M. Vore
James Haywood Rolling Jr.
Kay Lagerquist
Susan Weekley
William G. Simms
Allison Peers
Wayne Simsic
Kenneth L. Woodward
Monarch St Aquinas
St. Teresa of Avila
Benjamin N. Cardozo
Gregory Rummo
Lauren C. Hudson
S. G.Â?Â?Â?Â? Bell
Patricia S. Quintiliani
Randy England
Mike Manno
Donald D'Haene
Steven Schreibman
JamesÂ?L Winfree
C. H. Admirand
Greg Cicio
J.A. Hitchcock
Mary Triola
Sonali Fry
Daniel Wade Schroder
Bob Stanton
Eileen Roe
Julie Eberhart Painter
Bob Simmons
Susan Duquette
Don Flores
Patricia Unterman
William Ferguson
"James L., Rev Davis"
E.J. Jernigan
William Wong
Jean Rameau
Ronald Alan Knott
R. J. Stanton
Sid Brown
BRENDAN HALPIN
William Theodore De Bary
Will D. Campbell
Richard H. Robinson
Paul C. Dilley
Cary James
Karl Keating
Pierre Barbet
DEAN MURPHY
Ann Ball
Robert F. Kauffmann
Denise Sawyer
Globe Fearon
Robert Mykle
Tatjana Wassiljewa
Robin Oneil
Jim Weikart
Alice Holman
F. Sanchez Drago
Fulton Sheen
Glenda Finkelstein
Kathleen Mix
"Clark, M.D. Gillespie"
Sheryl Clayton
Sheryl B. Clayton
Patricia Lambert
Internatl Publications
John  D. Nesbitt
Stephen Overholser
Charles Franklin Boyd
William H. Polonsky
Charles E Newbold
Henrique Gandelman
Lilia Moritz Schwarcz
Jesse James Garrett
Christina Wodtke
Louis Rosenfeld
S. Todd Cook
Marc Petit
William J. Stevenson
Gregory Edmont
Victoria Peurrung
Theresa Corrigan
Stephanie A. Brill
Pat Wallace
Philippe Guilhaume
Hans MatthÃ¶fer
Claire Dedeyan
Jean-Claude Pinson
Barlen Pyamootoo
HÃ?Â©lÃ?Â¨na Villovitch
A.-L. Kennedy
Philippe Delaroche
Ahmed Marzouki
Habib SouaÃ?Â¯dia
